trial_id,title,intervention_name,intervention_type,phase,status,summary,sponsor,outcome
NCT01031446,"A Phase Ib/II Study of Cisplatin, Paclitaxel, and RAD001 in Patients With Metastatic Breast Cancer",cisplatin; everolimus; paclitaxel; laboratory biomarker analysis,DRUG; DRUG; DRUG; OTHER,,COMPLETED,"RATIONALE: Drugs used in chemotherapy, such as cisplatin and paclitaxel, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Everolimus may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth and by blocking blood flow to the tumor. Giving cisplatin and paclitaxel together with everolimus may kill more tumor cells.

PURPOSE: This phase I/II trial is studying the side effects of giving cisplatin and paclitaxel together with everolimus and to see how well it works in treating patients with metastatic breast cancer.",Vanderbilt-Ingram Cancer Center,1.0
NCT03801369,"A Phase II, Open-Label, Study of Olaparib in Combination With Either Durvalumab (MEDI4736), Selumetinib or Capivasertib, or Ceralasertib Monotherapy in Patients With Metastatic Triple-Negative Breast Cancer",Biopsy; Capivasertib; Ceralasertib; Durvalumab; Olaparib; Quality-of-Life Assessment; Selumetinib,PROCEDURE; DRUG; DRUG; BIOLOGICAL; DRUG; OTHER; DRUG,,TERMINATED,"This phase II study assesses the efficacy of the combination of olaparib with durvalumab, selumetinib, or capivasertib or ceralasertib alone in the treatment of patients with metastatic triple negative breast cancer (TNBC). Olaparib may stop growth of tumor cells by inhibiting some of the enzymes (ADP ribose polymerase \[PARP\]) needed for cell growth. Durvalumab, a monoclonal antibody, inhibits the growth and spread of tumors by stimulating the patient's antitumor immune response. Selumetinib, capivasertib, and ceralasertib are inhibitor drugs that may stop the growth of tumor cells by blocking some of the enzymes (MEK, AKT, ATR) needed for cell growth. Giving olaparib together with durvalumab, selumetinib, or capivasertib or giving ceralasertib alone may provide an effective method to treat patients with metastatic triple negative breast cancer.","Gordon Mills, MD, PhD",0.0
NCT03094169,"Phase 1a/2a Dose Escalation Trial to Determine Safety, Tolerance, MTD, and Preliminary Antineoplastic Activity of AVID100, in Patients With Advanced or Metastatic Solid Tumors of Epithelial Origin",AVID100 IV,DRUG,,TERMINATED,"Approximately 90 male and female patients with documented solid tumor malignancies of epithelial origin that are locally advanced or metastatic, and either refractory to standard therapy or for whom no standard therapy is available, will be entered into this Phase 1a/2a, multicenter, open-label, dose-escalation, cohort study of AVID100. Phase 2a will include evaluation of patient with EGFR-overexpressing squamous histology non-small cell lung cancer, squamous cell carcinoma of the head and neck, and triple negative breast cancer",Formation Biologics,0.0
NCT03901469,A Phase 2b Study of ZEN003694 in Combination With Talazoparib in Patients With Triple-Negative Breast Cancer,ZEN003694; Talazoparib,DRUG; DRUG,,TERMINATED,"This is a two-part open label, non-randomized, Phase 2, study of ZEN003694 in combination with Talazoparib in patients with TNBC without germline mutations of BRCA1 or BRCA2. Part 1 is a dose escalation and Part 2 is a Simon 2-Stage design. There are 3 expansion cohorts: Expansion Cohort A (combination treatment in post-TROP2-ADC patients), Expansion Cohort B (ZEN003694 monotherapy), and Expansion Cohort C (combination treatment in TROP2-ADC-naive patients).",Zenith Epigenetics,0.0
NCT01176669,A Single-Institutional Phase IIa Trial and A Multi-Institutional Phase IIb Trial of Apatinib in Metastatic Triple-Negative Breast Cancer,Apatinib,DRUG,,COMPLETED,The hypothesis of this clinical research study is to discover if the study drug apatinib can shrink or slow the growth of pretreated metastatic triple-negative breast cancer.,Fudan University,1.0
NCT05082610,"A Phase 1 Study of HMBD-002-V4C26 (HMBD-002), a Monoclonal Antibody Targeting VISTA, as Monotherapy and Combined With Pembrolizumab, in Patients With Advanced Solid Malignancies",HMBD-002; Pembrolizumab,DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"This is a phase 1/2, open-label, multi-center, first-in-human, two-stage (Part 1: dose escalation and Part 2: dose expansion) study evaluating multiple doses and schedules of intravenously (IV) administered HMBD-002, with or without pembrolizumab KEYTRUDA®, in patients with advanced solid tumors (i.e., locally advanced and unresectable, or metastatic).",Hummingbird Bioscience,1.0
NCT05008510,Phase 2 Clinical Efficacy and Safety Study of Sabizabulin (VERU-111) Monotherapy and Sacituzumab Govitecan-hziy/Sabizabulin Combination Therapy for the Treatment of Metastatic Triple Negative Breast Cancer,Sabizabulin; Sacituzumab Govitecan-hziy; Sabizabulin/Sacituzumab govitecan-hziy Combo,DRUG; DRUG; DRUG,,WITHDRAWN,"To compare the following:

1. The efficacy of sabizabulin monotherapy to sacituzumab govitecan-hziy monotherapy
2. The efficacy of sacituzumab govitecan-hziy/sabizabulin combination therapy to sacituzumab govitecan-hziy monotherapy

These comparisons will be made in the efficacy in the treatment of metastatic triple negative breast cancer (mTNBC) in patients previously treated with at least two systemic chemotherapies for metastatic disease as measured by radiographic progression free survival (rPFS) as the primary endpoint.",Veru Inc.,0.0
NCT00580112,"Phase II, Multicenter, Open-label, Clinical Trial of Trabectedin (Yondelis) in Metastatic Breast Cancer Patients With Triple Negative Profile (ER-, PR-, HER2-), HER2 Overexpressing Tumors and BRCA1 or BRCA2 Mutation Carriers",Dexamethasone; Trabectedin,DRUG; DRUG,,COMPLETED,The purpose of this study is to evaluate the effectiveness and safety of trabectedin in 3 subpopulations of participants with previously treated progressive metastatic ( spread of a cancer from one organ or part to another non-adjacent organ or part) breast cancer (abnormal tissue that grows and spreads in the body until it kills) participants.,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",1.0
NCT01105312,Phase I/II Study of Panobinostat (LBH589) and Letrozole in Patients With Triple Negative Metastatic Breast Cancer,letrozole; panobinostat; RNA analysis; microarray analysis; reverse transcriptase-polymerase chain reaction; enzyme-linked immunosorbent assay; immunohistochemistry staining method; laboratory biomarker analysis,DRUG; DRUG; GENETIC; GENETIC; GENETIC; OTHER; OTHER; OTHER,,COMPLETED,"RATIONALE: Panobinostat may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Estrogen can cause the growth of breast cancer cells. Hormone therapy using letrozole may fight breast cancer by lowering the amount of estrogen the body makes. Giving panobinostat together with letrozole may be an effective treatment for breast cancer.

PURPOSE: This phase I/II trial is studying the side effects and best dose of panobinostat when given together with letrozole and to see how well it works in treating patients with metastatic breast cancer.",Alliance for Clinical Trials in Oncology,1.0
NCT03055312,"A Randomized, Multicenter,Phase III Study of Bicalutamide Versus Chemotherapy in First Line Treatment of AR Positive Metastatic Triple Negative Breast Cancer",TPC; Bicalutamide 150 mg,DRUG; DRUG,,TERMINATED,"Compare the efficacy of bicalutamide with conventional chemotherapy (Treatment of Physician's Choice,TPC) in first-line treatment of AR positive metastatic triple negative breast",Sun Yat-sen University,0.0
NCT05390710,A PhI Dose Escalation Study of LAE005+Afuresertib+Nab_Paclitaxel in Advanced Solid Tumors and PhII Study to Evaluate the Safety and Efficacy of LAE005+Afur+Nab_Paclitaxel or LAE005/Afur+Nab-Paclitaxel in Locally Advanced or mTNBC,LAE005 + Afuresertib + Nab-Paclitaxel,COMBINATION_PRODUCT,,COMPLETED,PhI Dose Escalation with BOIN design in advanced Solid Tumor with Triple combination therapy to determine MTD and RP2D,Laekna Limited,1.0
NCT05374512,"A Phase 3, Open-label, Randomised Study of Datopotamab Deruxtecan (Dato-DXd) Versus Investigator's Choice of Chemotherapy in Patients Who Are Not Candidates for PD-1/PD-L1 Inhibitor Therapy in First-line Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION Breast02)",Dato-DXd; Paclitaxel; Nab-paclitaxel; Carboplatin; Capecitabine; Eribulin mesylate,DRUG; DRUG; DRUG; DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"This is a Phase III, randomised, open-label, 2 arm, multicentre, international study assessing the efficacy and safety of Dato-DXd compared with ICC in participants with locally recurrent inoperable or metastatic TNBC who are not candidates for PD-1/PD-L1 inhibitor therapy.",AstraZeneca,1.0
NCT05918133,"A Phase Ib/II Study of PM8002 Injection Plus Nab-paclitaxel as First Line Therapy for Unresectable, Locally Advanced or Metastatic Triple-negative Breast Cancer",PM8002; nab-paclitaxel,DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"Here, the investigators present the results from a Phase Ib/II study of PM8002 in combination with nab-paclitaxel in subjects with locally advanced or metastatic triple negative breast cancer without previous systematic treatment.",Biotheus Inc.,1.0
NCT02393287,Activity and Toxicity Profile of Eribulin Mesylate in Pretreated Metastatic Breast Cancer: an Observational Multicentric Retroprospective Study,Eribulin (ReProLine),OTHER,,COMPLETED,"The objective of this observatory is to evaluate the effecacy of Eribulin in patients with metastatic breast cancer on a recent prescription period.

Part of the data collection will be retrospective and the other part will be prospective for patients started treatment by Eribulin between November 2014 and September 2015. It will allow a better assessment on the safety profile of this drug.",Institut Cancerologie de l'Ouest,1.0
NCT01953536,"A Phase IIa Open Label, Randomized Clinical Trial to Study the Safety and Efficacy of Vintafolide and the Combination of Vintafolide and Paclitaxel Compared to Paclitaxel in Subjects With Advanced Triple Negative Breast Cancer Using Etarfolatide (EC20) Subject Selection",Vintafolide 2.5 mg; Paclitaxel 80 mg/m^2; Etarfolatide; Folic acid; Premedication for Paclitaxel,DRUG; DRUG; DRUG; DRUG; DRUG,,WITHDRAWN,"The purpose of this study is to assess the efficacy and safety of vintafolide alone compared to vintafolide plus paclitaxel and paclitaxel alone in participants with with 100% positive folate receptor (FR) triple negative breast cancer (TNBC).

The primary hypothesis of this study is the vintafolide alone and/or vintafolide + paclitaxel will improve progression free survival (PFS) in participants with FR (100%) TNBC compared to paclitaxel alone.",Endocyte,0.0
NCT01498536,"Fit for the Fight: Effect of a Multidisciplinary Diet and Exercise Program on Body Weight, Quality of Life and Inflammation in Survivors of Triple-negative Breast Cancer",aerobic exercise,BEHAVIORAL,,COMPLETED,"This study seeks to see if a 12-week diet and exercise program improves exercise ability, energy level, and quality of life.",West Virginia University,1.0
NCT05555706,A Phase II/III Study to Evaluate the Efficacy and Safety of B013 in Combination With Nab-Paclitaxel in First-line Treatment for Patients With Previously Untreated Locally Advanced or Metastatic Triple Negative Breast Cancer,B013+Nab-Paclitaxel,DRUG,,COMPLETED,"This Phase II/III study assessed the efficacy, safety, pharmacokinetics, and immunogenicity of B013 administered with nab-paclitaxel in participants with locally advanced or metastatic triple negative breast cancer (TNBC) who have not received prior systemic therapy for metastatic breast cancer (mBC).","Shanghai Jiaolian Drug Research and Development Co., Ltd",1.0
NCT04799249,"A Phase 3, Randomized, Double-Blind Study of Trilaciclib or Placebo in Patients Receiving First- or Second-Line Gemcitabine and Carboplatin Chemotherapy for Locally Advanced Unresectable or Metastatic Triple-Negative Breast Cancer (PRESERVE 2)",Trilaciclib; Placebo; Gemcitabine; Carboplatin,DRUG; DRUG; DRUG; DRUG,,COMPLETED,"This is a Phase 3, multicenter, randomized, double-blind, placebo-controlled study evaluating the safety and efficacy of trilaciclib versus placebo administered prior to gemcitabine and carboplatin in patients receiving first- or second-line treatment for locally advanced unresectable/metastatic TNBC.","G1 Therapeutics, Inc.",1.0
NCT05759949,"A First-in-Human Study of PI3Kα Inhibitor, RLY-5836, in Combination With Targeted and Endocrine Therapies in Participants With Advanced Breast Cancer and as a Single Agent in Advanced Solid Tumors",RLY-5836; Fulvestrant; Palbociclib; Ribociclib; Abemaciclib,DRUG; DRUG; DRUG; DRUG; DRUG,,COMPLETED,"This is a Phase 1, first-in-human, open-label study designed to evaluate the maximum tolerated dose (MTD), recommended phase 2 dose (RP2D), safety, tolerability, pharmacokinetics, pharmacodynamics, and preliminary anti-tumor activity of RLY-5836 in advanced solid tumors in participants harboring a PIK3CA mutation in blood and/or tumor per local assessment. The study consists of 2 parts, a dose escalation (Part 1) and a dose expansion (Part 2).","Relay Therapeutics, Inc.",1.0
NCT04879849,"An Open-label, Phase 1, Dose-escalation Study to Evaluate the Safety and Preliminary Antitumor Activity of TAK-676 With Pembrolizumab Following Radiation Therapy in the Treatment of Non-small-cell Lung Cancer, Triple-negative Breast Cancer, or Squamous-cell Carcinoma of the Head and Neck That Has Progressed on Checkpoint Inhibitors",Pembrolizumab; TAK-676; Image-guided radiation therapy,DRUG; DRUG; RADIATION,,COMPLETED,"In this study, adults with non-small-cell lung cancer (NSCLC), triple-negative breast cancer (TNBC) and squamous-cell carcinoma of the head and neck (SCCHN) will be treated with TAK-676 and pembrolizumab following radiotherapy. The main aims of this study are to check if people are improving after treatment with TAK-676, getting side effects from these combined treatments, and how much TAK-676 people with these cancers can receive without getting unacceptable side effects from it.

Participants will receive radiotherapy, then at least 40 hours later will receive pembrolizumab followed by TAK-676 slowly through a vein (infusion). Participants will receive an infusion of pembrolizumab at the same dose every 3 weeks. Different small groups of participants will receive lower to higher doses of TAK-676 on specific days of a 21-day cycle. This study will be happening at sites in North America.",Takeda,1.0
NCT01618136,"An Open-Label, Multicenter, Phase 1/2 Study of Poly(ADP-Ribose) Polymerase (PARP) Inhibitor E7449 as Single Agent in Subjects With Advanced Solid Tumors or With B-cell Malignancies and in Combination With Temozolomide (TMZ) or With Carboplatin and Paclitaxel in Subjects With Advanced Solid Tumors",E7449 alone; E7449 plus TMZ; E7449 plus carboplatin and paclitaxel,DRUG; DRUG; DRUG,,COMPLETED,"Overall Design: This is a multicenter, open-label, Phase 1/2 study which will be conducted in three arms (as described below). Each arm will be conducted in two parts: a Phase 1 part which will include dose escalation and a Phase 2 part which will include four cohorts in specific disease indications. Phase 1 will also include a food effect study of E7449 as a single agent. Once the MTD in the Phase 1 single agent arm and the Phase 1 combination arms of this study has been achieved, the sponsor will submit the relevant safety information and recommended Phase 2 dose to the IRB/Health Authorities. Arm 1: E7449 will be administered as a single agent. Arm 2: E7449 will be administered in combination with TMZ. Arm 3: E7449 will be administered in combination with carboplatin and paclitaxel",Eisai Limited,1.0
NCT05451849,A Phase 1/2 Single Arm Open-Label Clinical Trial of TC-510 In Patients With Advanced Mesothelin-Expressing Cancer,TC-510; Fludarabine; Cyclophosphamide,BIOLOGICAL; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"TC-510 is a novel cell therapy that consists of autologous genetically engineered T cells expressing two synthetic constructs: first, a single-domain antibody that recognizes human Mesothelin, fused to the CD3-epsilon subunit which, upon expression, is incorporated into the endogenous T cell receptor (TCR) complex and second, a PD-1:CD28 switch receptor, which is expressed on the surface of the T cell, independently from the TCR. The PD-1:CD28 switch receptor comprises the PD-1 extracellular domain fused to the CD28 intracellular domain via a transmembrane domain. Thus, the switch is designed to produce a costimulatory signal upon engagement with PD-L1 on cancer cells.",TCR2 Therapeutics,1.0
NCT02366949,"An Open-label Randomized Two-arm Phase I Dose-escalation Study to Characterize the Safety, Tolerability, Pharmacokinetics, and Maximum Tolerated Dose of Oral BAY 1217389 in Combination With Weekly Intravenous Paclitaxel Given in an Intermittent Dosing Schedule in Subjects With Advanced Malignancies",BAY1217389; Paclitaxel,DRUG; DRUG,,COMPLETED,"Determine the safety, tolerability, maximum tolerated dose (MTD), and recommended Phase 2 dose (RP2D) of oral BAY1217389 given in combination with intravenous (IV) paclitaxel using an intermittent dosing schedule (2 days on / 5 days off) in subjects with advanced malignancies.",Bayer,1.0
NCT03742349,"A Phase Ib, Multicenter, Open-label Dose Escalation and Expansion Platform Study of Select Immunotherapy Combinations in Adult Patients With Triple-negative Breast Cancer",spartalizumab; LAG525; NIR178; capmatinib; MCS110; canakinumab,BIOLOGICAL; BIOLOGICAL; DRUG; DRUG; BIOLOGICAL; BIOLOGICAL,,TERMINATED,"This is a Phase Ib, open label, dose escalation study of spartalizumab + LAG525 in combination with NIR178, capmatinib, MCS110, or canakinumab, followed by a dose expansion in adult patients with advanced or metastatic TNBC.

During the dose-escalation part of each treatment arm, patients will be treated with fixed doses of spartalizumab + LAG525 in combination with partner investigational drugs to be escalated until the MTD is reached or a lower RDE is established: NIR178, capmatinib, MCS110, or canakinumab. It is anticipated that other partner study drugs may be added in the future by protocol amendment.

After the determination of the MTD/RDE for a particular treatment arm, dose expansion may begin in that arm in order to further assess safety, tolerability, PK/PD, and anti-tumor activity of each combination at the MTD/RDE. Dose expansion arms may initiate only after consideration by the Investigators and Novartis of all available toxicity information, the assessment of risk to future patients from the BLRM, and the available PK, preliminary efficacy, and PD information. There is no requirement for dose-escalation treatment arms reaching an MTD/RDE to proceed to dose expansion.",Novartis Pharmaceuticals,0.0
NCT01674842,A Phase I Dose-Escalation Study of Cisplatin and Radiation Therapy for Patients With Triple Negative Breast Cancer,Radiation Therapy; Cisplatin,RADIATION; DRUG,,COMPLETED,"This is a Phase I dose escalation study of cisplatin and concurrent radiation in patients with ER negative, PR negative and HER2 negative breast cancer who have undergone breast-conserving surgery or mastectomy.

Primary objective: To assess the safety, tolerability, and maximum tolerated dose (MTD) of cisplatin when given concurrently with radiation therapy for participants with Stage II or III breast cancer who have undergone breast conserving surgery or mastectomy",Dana-Farber Cancer Institute,1.0
NCT04060342,"A Phase 1/2, First-in-Human, Open-label, Dose Escalation Study of GB1275 Monotherapy and in Combination With an Anti-PD-1 Antibody in Patients With Specified Advanced Solid Tumors or in Combination With Standard of Care in Patients With Metastatic Pancreatic Adenocarcinoma, Followed by Basket Expansion of GB1275 With Standard of Care or in Combination With an Anti-PD-1 Antibody in Patients With Specified Metastatic Solid Tumors",GB1275; nab-paclitaxel and gemcitabine; pembrolizumab,DRUG; DRUG; DRUG,,TERMINATED,"This first-in-human (FIH ) study is an open-label, multicenter study that consists of a Phase 1 Dose Escalation/Expansion phase of GB1275 monotherapy or in combination with Anti-PD-1 Antibody or in combination with Standard of Care in Patients with Metastatic Pancreatic Adenocarcinoma followed by a Phase 2 Basket Expansion phase in Patients with Specified Metastatic Solid Tumors","GB006, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",0.0
NCT03464942,A Randomised Phase II Trial Comparing the Efficacy of Single-fraction or Multi-fraction SABR (Stereotactic Ablative Body Radiotherapy) With AteZolizumab in Patients With Advanced Triple nEgative Breast Cancer,SABR; Atezolizumab,RADIATION; DRUG,,COMPLETED,"This is a multi-centre, open label, phase 2, randomised controlled trial of patients with advanced triple negative breast cancer (TNBC) who have received no more than one line of chemotherapy (not including neoadjuvant or adjuvant therapy) who will be randomised to be treated with SABR 20Gy in 1# followed by atezolizumab or SABR 24Gy in 3# followed by atezolizumab.","Peter MacCallum Cancer Centre, Australia",1.0
NCT05383170,"A Phase 1b/2a, Open-Label, Multi-Center Study of CyPep-1 in Combination With Pembrolizumab to Evaluate the Efficacy and Safety of CyPep-1 in Patients With Advanced or Metastatic Head and Neck Squamous Cell Carcinoma (HNSCC), Melanoma, or Triple-Negative Breast Cancer (TNBC) (CATALYST)",CyPep-1; Pembrolizumab 25 MG/ML [KEYTRUDA®],DRUG; DRUG,,COMPLETED,"This Phase 1b/2a study will assess the efficacy, safety, and pharmacodynamics of CyPep-1 when administered directly into measurable tumor lesions in combination with the anti-PD-1 antibody pembrolizumab. Additionally, the study will assess anti-tumor effects of CyPep-1 on injected lesions and non-injected target lesions identified at baseline, as well as local and systemic immunological effects of CyPep-1 in combination with pembrolizumab.",Cytovation AS,1.0
NCT04669899,"Phase 1/2 First-in-Human (FIH) Study of Leukocyte Immunoglobulin-Like Receptor B2 (LILRB2) Inhibitor Monoclonal Antibody (mAb) JTX-8064, as Monotherapy and in Combination With a Programmed Cell Death Receptor-1 (PD-1) Inhibitor, in Adult Subjects With Advanced Refractory Solid Tumor Malignancies",JTX-8064; pimivalimab,DRUG; DRUG,,COMPLETED,"JTX-8064-101 is a Phase 1/2, open label, dose escalation and dose expansion clinical study to determine the safety, tolerability, and recommended Phase 2 dose (RP2D) of JTX-8064 alone and in combination with a PD-1 inhibitor (PD-1i).","Jounce Therapeutics, Inc.",1.0
NCT02225470,"An Open-label Randomized Parallel Two-arm Multicenter Study of Eribulin Versus Vinorelbine in Female Subjects With Locally Recurrent or Metastatic Breast Cancer, Previously Treated With At Least Two and a Maximum of Five Prior Chemotherapy Regimens, Including an Anthracycline and a Taxane",E7389 (Eribulin Mesylate); Vinorelbine injection,DRUG; DRUG,,COMPLETED,"This study is designed as an open-label randomized parallel two-arm multicenter efficacy, pharmacokinetics and safety study of intravenously administered eribulin versus intravenously administered vinorelbine in Chinese population. Eligible female subjects will have measurable disease according to RECIST 1.1 with the modification that chest x-ray cannot be used for assessment of disease.","Eisai Co., Ltd.",1.0
NCT05097599,StrataPATH™ (Precision Indications for Approved Therapies): A Study Evaluating the Clinical Activity and Safety of Approved Drugs Within Biomarker-Guided Patients With Solid Tumors,lorlatinib; encorafenib + binimetinib; talazoparib; sacituzumab govitecan; axitinib; Fam-Trastuzumab Deruxtecan-Nxki; enfortumab vedotin,DRUG; DRUG; DRUG; DRUG; DRUG; DRUG; DRUG,,TERMINATED,"StrataPATH™ is a non-randomized, open-label trial designed to explore efficacy and safety of multiple FDA-approved and commercially available cancer therapies in new, biomarker-guided patient populations.",Strata Oncology,0.0
NCT02938442,A Combined Phase i/II Efficacy Study of a Carbohydrate Mimotope-based Vaccine With MONTANIDE™ ISA 51 VG STERILE Combined With Neoadjuvant Chemotherapy in Triple Negative Breast Cancer,P10s-PADRE with MONTANIDE™ ISA 51 VG; Doxorubicin; Cyclophosphamide; Paclitaxel,BIOLOGICAL; DRUG; DRUG; DRUG,,COMPLETED,"The purpose of this study is to evaluate a new investigational cancer vaccine, P10s-PADRE in combination with standard neoadjuvant chemotherapy and surgery in patients with clinical stage I, II or III triple negative breast cancer (TNBC). This study will compare the vaccine plus standard neoadjuvant chemotherapy and surgery to standard neoadjuvant chemotherapy and surgery alone.",University of Arkansas,1.0
NCT01910870,,Cisplatin; Metronomic Cyclophosphamide,DRUG; DRUG,,TERMINATED,To evaluate response rate of cisplatin - metronomic cyclophosphamide treatment.,Centre Jean Perrin,0.0
NCT05958199,"A Phase 1a/1b, Dose-Escalation/Dose-Expansion Study of NPX267 in Subjects With Solid Tumors Known to Express HHLA2/B7-H7",NPX267,DRUG,,SUSPENDED,"NPX267 is an antibody drug targeting the inhibitory receptor for B7-H7 (HHLA2) which may control evasion of the immune response in tumors. The goal of this clinical trial is to learn whether NPX267 is safe and tolerable in patients whose cancers are known to express HHLA2 including epidermal growth factor receptor (EGFR) mutant non-small cell lung cancer. The main questions it aims to answer are:

* what is an appropriate dose to be given to patients?
* are the side effects of treatment manageable?

Participants will be evaluated for participation in the study. Patients who are treated will receive an intravenous infusion of NPX267 every three weeks if their disease has not progressed. Patients will be closely monitored by the treating physician.","NextPoint Therapeutics, Inc.",0.0
NCT03499899,"A Phase II Open-label, Randomized, Three-arm, Multicenter Study of LAG525 Given in Combination With Spartalizumab (PDR001), or With Spartalizumab and Carboplatin, or With Carboplatin, as First or Second Line Therapy in Patients With Advanced Triple-negative Breast Cancer",LAG525; PDR001; Carboplatin,DRUG; DRUG; DRUG,,COMPLETED,"The main purpose of this study was to assess the antitumor activity of three combinations: i) LAG525 + spartalizumab; ii) LAG525 + spartalizumab + carboplatin, and iii) LAG525 + carboplatin in participants with advanced triple-negative breast cancer (TNBC) in first or second line therapy.",Novartis Pharmaceuticals,1.0
NCT04296942,"A Phase 1b Trial of Sequential Combinations of BN-Brachyury, Entinostat, Ado-trastuzuamb Emtansine and M7824 in Advanced Stage Breast Cancer (BrEAsT)",Brachyury-TRICOM; Entinostat; M7824; Ado-trastuzumab emtansine,BIOLOGICAL; DRUG; BIOLOGICAL; BIOLOGICAL,,TERMINATED,"Background:

Breast cancer is the second most common cause of United States (U.S.) cancer deaths in women. Immunotherapy drugs use a person's immune system to fight cancer. Researchers want to see if a new combination of immunotherapy drugs can help treat breast cancer that has gone to places in the body outside of the breast (metastasized).

Objective:

To learn if a new combination of immunotherapy drugs can shrink tumors in people with metastatic breast cancer.

Eligibility:

Adults 18 and older who have been diagnosed with metastatic breast cancer, such as Triple Negative Breast Cancer (TNBC) or estrogen receptors (ER)-/progesterone receptors (PR)-/human epidermal growth factor receptor 2 (HER2)+ Breast Cancer (HER2+BC)

Design:

Participants will be screened with:

medical history

physical exam

disease confirmation (or tumor biopsy)

tumor scans (computed tomography, magnetic resonance imaging, and/or bone scan)

blood and urine tests

electrocardiogram (measures the hearts electrical activity)

echocardiogram (creates images of the heart).

Participants will be assigned to 1 of 3 groups. The drugs they get will be based on the group they are in. Drugs are given in cycles. Each cycle = 3 weeks. Participants will be seen in clinic every 3 weeks, prior to the start of a new cycle. At each visit, participants will have an clinical exam, have blood drawn and will be asked about any side effects. They will repeat the screening tests during the study. New scans, like a computed tomography (CT) scan, will be done every 6 weeks to see if the treatment is working.

All participants will get Bavarian Nordic (BN)-Brachyury. It is 2 different vaccines - a prime and a boost. First the priming vaccines, called MVA-BN-Brachyury help to jump start the immune system. Next the boosting vaccines, called fowlpox virus (FPV)-Brachyury help to keep the immune system going. They are injected under the skin during different cycles.

All participants will get M7824 (also known as Bintrafusp alfa), which is an immunotherapy drug. Some participants will get a commonly used drug is HER2+ breast cancer called adotrastuzumab emtansine (also known as T-DM1DM1 or kadcyla). For both, a needle is inserted into a vein to give the drugs slowly.

Some participants will take Entinostat weekly by mouth. It is in tablet form. Participants will keep a pill diary.

Participants will continue on their assigned treatment until their cancer grows, they develop side effects or want to stop treatment. About 28 days after treatment ends, participants will have a follow-up visit or a telephone call. Then they will be contacted every 3 months for 1 year, then every 6 months for 1 year. They may have more tumor scans or continue treatment.",National Cancer Institute (NCI),0.0
NCT01097642,Randomized Open-Label Neo-Adjuvant Phase II Study Comparing Ixabepilone (I) Vs. Ixabepilone Plus Cetuximab (IC) in Triple Negative Breast Cancer Patients,Cetuximab; Ixabepilone,DRUG; DRUG,,COMPLETED,Ixabepilone and capecitabine combination has demonstrated to be an active regimen in patients with metastatic breast cancer after failing other treatments. Cetuximab is active against tumors expressing epidermal growth factor receptor w/demonstrated activity in head \& neck and colorectal tumors and may be effective in some breast cancers known to express EGFR. Study seeks to evaluate Ixabepilone alone or in combination with cetuximab as a an antitumor therapy w/randomization stratified by stage (T1N1-3M0 or T2-4 N0-3M0).,The Methodist Hospital Research Institute,1.0
NCT01074970,"PARP Inhibition After Preoperative Chemotherapy in Patients With Triple Negative Breast Cancer or ER/PR +, HER2 Negative With Known BRCA1/2 Mutations: Hoosier Oncology Group BRE09-146",Cisplatin; Rucaparib; Cisplatin,DRUG; DRUG; DRUG,,COMPLETED,The purpose of this trial is to evaluate 2-year disease-free survival in this patient population treated with single agent cisplatin and patients treated with cisplatin in combination with Rucaparib following preoperative chemotherapy. Side effects and tolerability of this treatment in patients with residual disease following preoperative chemotherapy will also be observed and characterized.,Hoosier Cancer Research Network,1.0
NCT03077776,Tracking Triple-negative Breast Cancer Evolution Through Therapy,Biopsy; Biopsy (optional); Biopsy (metastatic),PROCEDURE; PROCEDURE; PROCEDURE,,ACTIVE_NOT_RECRUITING,A prospective multicentre study which aims to examine the relationship between intratumour heterogeneity (ITH) and pathological response to neoadjuvant chemotherapy in patients with histological confirmation of triple-negative breast cancer (TNBC) who are eligible for neoadjuvant chemotherapy.,UNICANCER,1.0
NCT02698176,"A Phase IB Dose Exploration Trial With MK-8628, a Small Molecule Inhibitor of the Bromodomain and Extra-Terminal (BET) Proteins, in Subjects With Selected Advanced Solid Tumors",Birabresib,DRUG,,TERMINATED,"This is a study to determine the recommended dose of birabresib (MK-8628)(formerly known as OTX015) for further studies in participants with advanced nuclear protein in testis (NUT) midline carcinoma (NMC), triple negative breast cancer (TNBC), non-small cell lung cancer (NSCLC), or castration-resistant prostate cancer (CRPC). This is a two-part parallel study: Part A will establish the recommended dose by evaluating dose limiting toxicity (DLT), safety, discontinuation, and early efficacy and Part B will enroll participants with NMC only and will evaluate safety and efficacy in this population.",Merck Sharp & Dohme LLC,0.0
