head,relation,tail
Pertuzumab,has_type,DRUG
NCT05180006,tests,Trastuzumab
Trastuzumab,has_type,DRUG
NCT04799249,has_title,"A Phase 3, Randomized, Double-Blind Study of Trilaciclib or Placebo in Patients Receiving First- or "
NCT04799249,has_status,COMPLETED
NCT04799249,has_phase,
NCT04799249,sponsored_by,"G1 Therapeutics, Inc."
NCT04799249,tests,Trilaciclib
Trilaciclib,has_type,DRUG
NCT04799249,tests,Placebo
Placebo,has_type,DRUG
NCT04799249,tests,Gemcitabine
Gemcitabine,has_type,DRUG
NCT04799249,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05759949,has_title,"A First-in-Human Study of PI3Kα Inhibitor, RLY-5836, in Combination With Targeted and Endocrine Ther"
NCT05759949,has_status,COMPLETED
NCT05759949,has_phase,
NCT05759949,sponsored_by,"Relay Therapeutics, Inc."
NCT05759949,tests,RLY-5836
RLY-5836,has_type,DRUG
NCT05759949,tests,Fulvestrant
Fulvestrant,has_type,DRUG
NCT05759949,tests,Palbociclib
Palbociclib,has_type,DRUG
NCT05759949,tests,Ribociclib
Ribociclib,has_type,DRUG
NCT05759949,tests,Abemaciclib
Abemaciclib,has_type,DRUG
NCT04879849,has_title,"An Open-label, Phase 1, Dose-escalation Study to Evaluate the Safety and Preliminary Antitumor Activ"
NCT04879849,has_status,COMPLETED
NCT04879849,has_phase,
NCT04879849,sponsored_by,Takeda
NCT04879849,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT04879849,tests,TAK-676
TAK-676,has_type,DRUG
NCT04879849,tests,Image-guided radiation therapy
Image-guided radiation therapy,has_type,RADIATION
NCT01618136,has_title,"An Open-Label, Multicenter, Phase 1/2 Study of Poly(ADP-Ribose) Polymerase (PARP) Inhibitor E7449 as"
NCT01618136,has_status,COMPLETED
NCT01618136,has_phase,
NCT01618136,sponsored_by,Eisai Limited
NCT01618136,tests,E7449 alone
E7449 alone,has_type,DRUG
NCT01618136,tests,E7449 plus TMZ
E7449 plus TMZ,has_type,DRUG
NCT01618136,tests,E7449 plus carboplatin and paclitaxel
E7449 plus carboplatin and paclitaxel,has_type,DRUG
NCT05451849,has_title,A Phase 1/2 Single Arm Open-Label Clinical Trial of TC-510 In Patients With Advanced Mesothelin-Expr
NCT05451849,has_status,ACTIVE_NOT_RECRUITING
NCT05451849,has_phase,
NCT05451849,sponsored_by,TCR2 Therapeutics
NCT05451849,tests,TC-510
TC-510,has_type,BIOLOGICAL
NCT05451849,tests,Fludarabine
Fludarabine,has_type,DRUG
NCT05451849,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT02366949,has_title,"An Open-label Randomized Two-arm Phase I Dose-escalation Study to Characterize the Safety, Tolerabil"
NCT02366949,has_status,COMPLETED
NCT02366949,has_phase,
NCT02366949,sponsored_by,Bayer
NCT02366949,tests,BAY1217389
BAY1217389,has_type,DRUG
NCT02366949,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT06404736,has_title,A Phase II Study of Neoadjuvant QL1706 Plus Chemotherapy in Participants With High-Risk TNBC Early-S
NCT06404736,has_status,NOT_YET_RECRUITING
NCT06404736,has_phase,
NCT06404736,sponsored_by,Fudan University
NCT06404736,tests,Bispecific antibody (bsAb) targeting PD-1 and CLTA-4
Bispecific antibody (bsAb) targeting PD-1 and CLTA-4,has_type,DRUG
NCT06404736,tests,Albumin-bound paclitaxel
Albumin-bound paclitaxel,has_type,DRUG
NCT06404736,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT06247449,has_title,MRI Screening for Brain Metastases Among Patients With Triple Negative or HER2+ Stage II or III Brea
NCT06247449,has_status,RECRUITING
NCT06247449,has_phase,
NCT06247449,sponsored_by,Sunnybrook Health Sciences Centre
NCT06247449,tests,Brain imaging
Brain imaging,has_type,DIAGNOSTIC_TEST
NCT06247449,tests,Analysis of circulating tumor DNA
Analysis of circulating tumor DNA,has_type,DIAGNOSTIC_TEST
NCT06247449,tests,Testing Morbidities Index
Testing Morbidities Index,has_type,BEHAVIORAL
NCT03742349,has_title,"A Phase Ib, Multicenter, Open-label Dose Escalation and Expansion Platform Study of Select Immunothe"
NCT03742349,has_status,TERMINATED
NCT03742349,has_phase,
NCT03742349,sponsored_by,Novartis Pharmaceuticals
NCT03742349,tests,spartalizumab
spartalizumab,has_type,BIOLOGICAL
NCT03742349,tests,LAG525
LAG525,has_type,BIOLOGICAL
NCT03742349,tests,NIR178
NIR178,has_type,DRUG
NCT03742349,tests,capmatinib
capmatinib,has_type,DRUG
NCT03742349,tests,MCS110
MCS110,has_type,BIOLOGICAL
NCT03742349,tests,canakinumab
canakinumab,has_type,BIOLOGICAL
NCT06992336,has_title,"A Phase II, Open-label, Randomized Trial to Compare Anlotinib and Immunotherapy and Capecitabine Ver"
NCT06992336,has_status,RECRUITING
NCT06992336,has_phase,
NCT06992336,sponsored_by,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University
NCT06992336,tests,"Anlotinib ,"
"Anlotinib ,",has_type,DRUG
NCT06992336,tests,Benmelstobart
Benmelstobart,has_type,DRUG
NCT06992336,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT01674842,has_title,A Phase I Dose-Escalation Study of Cisplatin and Radiation Therapy for Patients With Triple Negative
NCT01674842,has_status,COMPLETED
NCT01674842,has_phase,
NCT01674842,sponsored_by,Dana-Farber Cancer Institute
NCT01674842,tests,Radiation Therapy
Radiation Therapy,has_type,RADIATION
NCT01674842,tests,Cisplatin
Cisplatin,has_type,DRUG
NCT04060342,has_title,"A Phase 1/2, First-in-Human, Open-label, Dose Escalation Study of GB1275 Monotherapy and in Combinat"
NCT04060342,has_status,TERMINATED
NCT04060342,has_phase,
NCT04060342,sponsored_by,"GB006, Inc., a wholly owned subsidiary of Gossamer Bio, Inc."
NCT04060342,tests,GB1275
GB1275,has_type,DRUG
NCT04060342,tests,nab-paclitaxel and gemcitabine
nab-paclitaxel and gemcitabine,has_type,DRUG
NCT04060342,tests,pembrolizumab
pembrolizumab,has_type,DRUG
NCT03464942,has_title,A Randomised Phase II Trial Comparing the Efficacy of Single-fraction or Multi-fraction SABR (Stereo
NCT03464942,has_status,COMPLETED
NCT03464942,has_phase,
NCT03464942,sponsored_by,"Peter MacCallum Cancer Centre, Australia"
NCT03464942,tests,SABR
SABR,has_type,RADIATION
NCT03464942,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT06349642,has_title,Observational Basket Trial to Collect Tissue to Train and Validate a Live Tumor Diagnostic Platform
NCT06349642,has_status,RECRUITING
NCT06349642,has_phase,
NCT06349642,sponsored_by,Mayo Clinic
NCT06349642,tests,Biospecimen Collection
Biospecimen Collection,has_type,PROCEDURE
NCT06349642,tests,Tissue Collection
Tissue Collection,has_type,PROCEDURE
NCT05383170,has_title,"A Phase 1b/2a, Open-Label, Multi-Center Study of CyPep-1 in Combination With Pembrolizumab to Evalua"
NCT05383170,has_status,COMPLETED
NCT05383170,has_phase,
NCT05383170,sponsored_by,Cytovation AS
NCT05383170,tests,CyPep-1
CyPep-1,has_type,DRUG
NCT05383170,tests,Pembrolizumab 25 MG/ML [KEYTRUDA®]
Pembrolizumab 25 MG/ML [KEYTRUDA®],has_type,DRUG
NCT04669899,has_title,Phase 1/2 First-in-Human (FIH) Study of Leukocyte Immunoglobulin-Like Receptor B2 (LILRB2) Inhibitor
NCT04669899,has_status,COMPLETED
NCT04669899,has_phase,
NCT04669899,sponsored_by,"Jounce Therapeutics, Inc."
NCT04669899,tests,JTX-8064
JTX-8064,has_type,DRUG
NCT04669899,tests,pimivalimab
pimivalimab,has_type,DRUG
NCT04452370,has_title,Oral Etoposide Combined With Anlotinib in Advanced Triple Negative Breast Cancer
NCT04452370,has_status,UNKNOWN
NCT04452370,has_phase,
NCT04452370,sponsored_by,Chinese Academy of Medical Sciences
NCT04452370,tests,oral etoposide + anlotinib
oral etoposide + anlotinib,has_type,DRUG
NCT02225470,has_title,An Open-label Randomized Parallel Two-arm Multicenter Study of Eribulin Versus Vinorelbine in Female
NCT02225470,has_status,COMPLETED
NCT02225470,has_phase,
NCT02225470,sponsored_by,"Eisai Co., Ltd."
NCT02225470,tests,E7389 (Eribulin Mesylate)
E7389 (Eribulin Mesylate),has_type,DRUG
NCT02225470,tests,Vinorelbine injection
Vinorelbine injection,has_type,DRUG
NCT05097599,has_title,StrataPATH™ (Precision Indications for Approved Therapies): A Study Evaluating the Clinical Activity
NCT05097599,has_status,TERMINATED
NCT05097599,has_phase,
NCT05097599,sponsored_by,Strata Oncology
NCT05097599,tests,lorlatinib
lorlatinib,has_type,DRUG
NCT05097599,tests,encorafenib + binimetinib
encorafenib + binimetinib,has_type,DRUG
NCT05097599,tests,talazoparib
talazoparib,has_type,DRUG
NCT05097599,tests,sacituzumab govitecan
sacituzumab govitecan,has_type,DRUG
NCT05097599,tests,axitinib
axitinib,has_type,DRUG
NCT05097599,tests,Fam-Trastuzumab Deruxtecan-Nxki
Fam-Trastuzumab Deruxtecan-Nxki,has_type,DRUG
NCT05097599,tests,enfortumab vedotin
enfortumab vedotin,has_type,DRUG
NCT02938442,has_title,A Combined Phase i/II Efficacy Study of a Carbohydrate Mimotope-based Vaccine With MONTANIDE™ ISA 51
NCT02938442,has_status,COMPLETED
NCT02938442,has_phase,
NCT02938442,sponsored_by,University of Arkansas
NCT02938442,tests,P10s-PADRE with MONTANIDE™ ISA 51 VG
P10s-PADRE with MONTANIDE™ ISA 51 VG,has_type,BIOLOGICAL
NCT02938442,tests,Doxorubicin
Doxorubicin,has_type,DRUG
NCT02938442,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT02938442,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT01910870,has_title,
NCT01910870,has_status,TERMINATED
NCT01910870,has_phase,
NCT01910870,sponsored_by,Centre Jean Perrin
NCT01910870,tests,Cisplatin
Cisplatin,has_type,DRUG
NCT01910870,tests,Metronomic Cyclophosphamide
Metronomic Cyclophosphamide,has_type,DRUG
NCT05810870,has_title,"Phase II Study for Patients With Advanced Triple Negative or Metaplastic HR-positive/HER2-negative, "
NCT05810870,has_status,RECRUITING
NCT05810870,has_phase,
NCT05810870,sponsored_by,MedSIR
NCT05810870,tests,MEN1611
MEN1611,has_type,DRUG
NCT05810870,tests,Eribulin
Eribulin,has_type,DRUG
NCT06977542,has_title,"A Single-Arm, Phase II Clinical Study of Neoadjuvant Therapy With Ivonescimab Combined With Chemothe"
NCT06977542,has_status,NOT_YET_RECRUITING
NCT06977542,has_phase,
NCT06977542,sponsored_by,Fudan University
NCT06977542,tests,Ivonescimab
Ivonescimab,has_type,DRUG
NCT04159142,has_title,Clinical Study of Nab-paclitaxel Plus Carboplatin Versus Nab-paclitaxel Plus Capecitabine in the Tre
NCT04159142,has_status,UNKNOWN
NCT04159142,has_phase,
NCT04159142,sponsored_by,Hebei Medical University Fourth Hospital
NCT04159142,tests,Nab-paclitaxel + Carboplatin
Nab-paclitaxel + Carboplatin,has_type,DRUG
NCT04159142,tests,Nab-paclitaxel + Capecitabine
Nab-paclitaxel + Capecitabine,has_type,DRUG
NCT07054242,has_title,"A Prospective, Single-center, Phase II Study of Sacituzumab Tirumotecan in Combination With Pembroli"
NCT07054242,has_status,NOT_YET_RECRUITING
NCT07054242,has_phase,
NCT07054242,sponsored_by,Yantai Yuhuangding Hospital
NCT07054242,tests,Sacituzumab Tirumotecan (SKB264) plus Pembrolizumab
Sacituzumab Tirumotecan (SKB264) plus Pembrolizumab,has_type,DRUG
NCT05958199,has_title,"A Phase 1a/1b, Dose-Escalation/Dose-Expansion Study of NPX267 in Subjects With Solid Tumors Known to"
NCT05958199,has_status,SUSPENDED
NCT05958199,has_phase,
NCT05958199,sponsored_by,"NextPoint Therapeutics, Inc."
NCT05958199,tests,NPX267
NPX267,has_type,DRUG
NCT03499899,has_title,"A Phase II Open-label, Randomized, Three-arm, Multicenter Study of LAG525 Given in Combination With "
NCT03499899,has_status,COMPLETED
NCT03499899,has_phase,
NCT03499899,sponsored_by,Novartis Pharmaceuticals
NCT03499899,tests,LAG525
LAG525,has_type,DRUG
NCT03499899,tests,PDR001
PDR001,has_type,DRUG
NCT03499899,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT04107142,has_title,A Phase I Dose-escalation Trial to Evaluate Haploidentical / Allogeneic Natural Killer Group 2D Liga
NCT04107142,has_status,UNKNOWN
NCT04107142,has_phase,
NCT04107142,sponsored_by,CytoMed Therapeutics Pte Ltd
NCT04107142,tests,Adoptive Cell Transfer of NKG2DL-targetting Chimeric Antigen Receptor-grafted Gamma Delta T cell
Adoptive Cell Transfer of NKG2DL-targetting Chimeric Antigen Receptor-grafted Gamma Delta T cell,has_type,BIOLOGICAL
NCT04892342,has_title,"An Open-Label, Multiple Dose, Dose Escalation and Cohort Expansion Phase I/II Study to Investigate t"
NCT04892342,has_status,RECRUITING
NCT04892342,has_phase,
NCT04892342,sponsored_by,"Shanghai Escugen Biotechnology Co., Ltd"
NCT04892342,tests,ESG401
ESG401,has_type,DRUG
NCT04296942,has_title,"A Phase 1b Trial of Sequential Combinations of BN-Brachyury, Entinostat, Ado-trastuzuamb Emtansine a"
NCT04296942,has_status,TERMINATED
NCT04296942,has_phase,
NCT04296942,sponsored_by,National Cancer Institute (NCI)
NCT04296942,tests,Brachyury-TRICOM
Brachyury-TRICOM,has_type,BIOLOGICAL
NCT04296942,tests,Entinostat
Entinostat,has_type,DRUG
NCT04296942,tests,M7824
M7824,has_type,BIOLOGICAL
NCT04296942,tests,Ado-trastuzumab emtansine
Ado-trastuzumab emtansine,has_type,BIOLOGICAL
NCT01097642,has_title,Randomized Open-Label Neo-Adjuvant Phase II Study Comparing Ixabepilone (I) Vs. Ixabepilone Plus Cet
NCT01097642,has_status,COMPLETED
NCT01097642,has_phase,
NCT01097642,sponsored_by,The Methodist Hospital Research Institute
NCT01097642,tests,Cetuximab
Cetuximab,has_type,DRUG
NCT01097642,tests,Ixabepilone
Ixabepilone,has_type,DRUG
NCT01074970,has_title,PARP Inhibition After Preoperative Chemotherapy in Patients With Triple Negative Breast Cancer or ER
NCT01074970,has_status,COMPLETED
NCT01074970,has_phase,
NCT01074970,sponsored_by,Hoosier Cancer Research Network
NCT01074970,tests,Cisplatin
Cisplatin,has_type,DRUG
NCT01074970,tests,Rucaparib
Rucaparib,has_type,DRUG
NCT01074970,tests,Cisplatin
Cisplatin,has_type,DRUG
NCT03077776,has_title,Tracking Triple-negative Breast Cancer Evolution Through Therapy
NCT03077776,has_status,ACTIVE_NOT_RECRUITING
NCT03077776,has_phase,
NCT03077776,sponsored_by,UNICANCER
NCT03077776,tests,Biopsy
Biopsy,has_type,PROCEDURE
NCT03077776,tests,Biopsy (optional)
Biopsy (optional),has_type,PROCEDURE
NCT03077776,tests,Biopsy (metastatic)
Biopsy (metastatic),has_type,PROCEDURE
NCT02732860,has_title,Prospective Evaluation of Freshly Implanted Cancers in Mice to Test Drug Response in Matching Host
NCT02732860,has_status,RECRUITING
NCT02732860,has_phase,
NCT02732860,sponsored_by,"University Health Network, Toronto"
NCT02732860,tests,Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,has_type,OTHER
NCT02698176,has_title,"A Phase IB Dose Exploration Trial With MK-8628, a Small Molecule Inhibitor of the Bromodomain and Ex"
NCT02698176,has_status,TERMINATED
NCT02698176,has_phase,
NCT02698176,sponsored_by,Merck Sharp & Dohme LLC
NCT02698176,tests,Birabresib
Birabresib,has_type,DRUG
NCT03596073,has_title,A Pilot Trial of Topical Calcipotriene Treatment for Breast Cancer Immunoprevention
NCT03596073,has_status,TERMINATED
NCT03596073,has_phase,
NCT03596073,sponsored_by,Massachusetts General Hospital
NCT03596073,tests,Topical Calcipotriene Ointment
Topical Calcipotriene Ointment,has_type,DRUG
NCT03596073,tests,Topical Vaseline
Topical Vaseline,has_type,OTHER
NCT04142931,has_title,"A Pilot Study, Single-Center, Open-Label, Sequentional Immuno Apheresis Plasma Volume Escalation Coh"
NCT04142931,has_status,UNKNOWN
NCT04142931,has_phase,
NCT04142931,sponsored_by,Dr. Ronnie Shapira
NCT04142931,tests,ImmunicomAIAC
ImmunicomAIAC,has_type,COMBINATION_PRODUCT
NCT02448576,has_title,A Phase III Randomized Controlled Trial of Prophylactic Cranial Irradiation in Patients With Advance
NCT02448576,has_status,NOT_YET_RECRUITING
NCT02448576,has_phase,
NCT02448576,sponsored_by,wang shusen
NCT02448576,tests,prophylactic cranial irradiation
prophylactic cranial irradiation,has_type,RADIATION
NCT01732276,has_title,"Phase Ⅱ Study of Gefitinib in Triple-negative,EGFR Positive Metastatic Breast Cancer"
NCT01732276,has_status,UNKNOWN
NCT01732276,has_phase,
NCT01732276,sponsored_by,Jiangmen Central Hospital
NCT01732276,tests,gefitinib
gefitinib,has_type,DRUG
NCT03982173,has_title,A Phase II Whole Exome Sequencing-based Basket Trial for Combination Therapy With Durvalumab (Anti-P
NCT03982173,has_status,WITHDRAWN
NCT03982173,has_phase,
NCT03982173,sponsored_by,"Gustave Roussy, Cancer Campus, Grand Paris"
NCT03982173,tests,Tremelimumab
Tremelimumab,has_type,DRUG
NCT03982173,tests,Durvalumab
Durvalumab,has_type,DRUG
NCT06894173,has_title,EvoLution of Neoadjuvant TreatMent in 'Triple-negative' or 'HER-2-positive' Breast Cancer Diagnosed 
NCT06894173,has_status,RECRUITING
NCT06894173,has_phase,
NCT06894173,sponsored_by,Fondazione Policlinico Universitario Agostino Gemelli IRCCS
NCT06224673,has_title,Phase II Open-label Study of ARX788 (Anti-HER2 Antibody Drug Conjugate (ADC)) for Patients With HER2
NCT06224673,has_status,NOT_YET_RECRUITING
NCT06224673,has_phase,
NCT06224673,sponsored_by,"Laura Huppert, MD, BA"
NCT06224673,tests,ARX788
ARX788,has_type,DRUG
NCT06224673,tests,Computed Tomography (CT)
Computed Tomography (CT),has_type,PROCEDURE
NCT06224673,tests,Biospecimen Collection
Biospecimen Collection,has_type,PROCEDURE
NCT06224673,tests,Amiloride
Amiloride,has_type,DRUG
NCT03911973,has_title,Phase 2 Trial With Safety Run-In of Gedatolisib Plus Talazoparib in Advanced Triple Negative or BRCA
NCT03911973,has_status,ACTIVE_NOT_RECRUITING
NCT03911973,has_phase,
NCT03911973,sponsored_by,Kari Wisinski
NCT03911973,tests,Gedatolisib
Gedatolisib,has_type,DRUG
NCT03911973,tests,Talazoparib
Talazoparib,has_type,DRUG
NCT03746431,has_title,A Phase 1/2 Study of [225Ac]-FPI-1434 Injection in Patients With Locally Advanced or Metastatic Soli
NCT03746431,has_status,RECRUITING
NCT03746431,has_phase,
NCT03746431,sponsored_by,Fusion Pharmaceuticals Inc.
NCT03746431,tests,[111In]-FPI-1547 Injection
[111In]-FPI-1547 Injection,has_type,DRUG
NCT03746431,tests,[225Ac]-FPI-1434 Injection multi-dose
[225Ac]-FPI-1434 Injection multi-dose,has_type,DRUG
NCT03746431,tests,FPI-1175 Infusion
FPI-1175 Infusion,has_type,BIOLOGICAL
NCT03746431,tests,[225Ac]-FPI-1434 Injection single-dose
[225Ac]-FPI-1434 Injection single-dose,has_type,DRUG
NCT05888831,has_title,A Phase 1/2 Study of BMS-986449 Alone and in Combination With Nivolumab in Participants With Advance
NCT05888831,has_status,ACTIVE_NOT_RECRUITING
NCT05888831,has_phase,
NCT05888831,sponsored_by,Bristol-Myers Squibb
NCT05888831,tests,BMS-986449
BMS-986449,has_type,DRUG
NCT05888831,tests,Nivolumab
Nivolumab,has_type,DRUG
NCT00817531,has_title,"A Biologic Efficacy Study of Dasatinib, a Multi-Targeted Tyrosine Kinase, in Locally Advanced Triple"
NCT00817531,has_status,TERMINATED
NCT00817531,has_phase,
NCT00817531,sponsored_by,Baylor Breast Care Center
NCT00817531,tests,Dasatinib
Dasatinib,has_type,DRUG
NCT01984866,has_title,Complete Pathological Response Prediction After Neoadjuvant Treatment Using Excisional Biopsy By Rad
NCT01984866,has_status,TERMINATED
NCT01984866,has_phase,
NCT01984866,sponsored_by,Hospital General Universitario Gregorio Marañon
NCT01525966,has_title,Phase II Trial of Neoadjuvant Chemotherapy With Carboplatin and NAB-Paclitaxel in Patients With Loca
NCT01525966,has_status,ACTIVE_NOT_RECRUITING
NCT01525966,has_phase,
NCT01525966,sponsored_by,City of Hope Medical Center
NCT01525966,tests,carboplatin
carboplatin,has_type,DRUG
NCT01525966,tests,paclitaxel albumin-stabilized nanoparticle formulation
paclitaxel albumin-stabilized nanoparticle formulation,has_type,DRUG
NCT01525966,tests,laboratory biomarker analysis
laboratory biomarker analysis,has_type,OTHER
NCT04140526,has_title,"Safety, Pharmacokinetics (PK), and Efficacy of ONC-392 as a Single Agent and in Combination With Pem"
NCT04140526,has_status,ACTIVE_NOT_RECRUITING
NCT04140526,has_phase,
NCT04140526,sponsored_by,"OncoC4, Inc."
NCT04140526,tests,ONC-392
ONC-392,has_type,DRUG
NCT04140526,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT04140526,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT04442126,has_title,A Phase 1/2 Study of NM21-1480 (Anti-PDL-1/Anti-4-1BB/Anti-HSA Tri-Specific Antibody) in Adult Patie
NCT04442126,has_status,TERMINATED
NCT04442126,has_phase,
NCT04442126,sponsored_by,Numab Therapeutics AG
NCT04442126,tests,NM21-1480
NM21-1480,has_type,BIOLOGICAL
NCT05255666,has_title,Phase II Study of the Combination of Liposomal Irinotecan (Nal-IRI) and Pembrolizumab for Triple-Neg
NCT05255666,has_status,WITHDRAWN
NCT05255666,has_phase,
NCT05255666,sponsored_by,Washington University School of Medicine
NCT05255666,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT05255666,tests,Liposomal Irinotecan
Liposomal Irinotecan,has_type,DRUG
NCT03797326,has_title,"A Multicenter, Open-label Phase 2 Study of Lenvatinib (E7080/MK-7902) Plus Pembrolizumab (MK-3475) i"
NCT03797326,has_status,COMPLETED
NCT03797326,has_phase,
NCT03797326,sponsored_by,Merck Sharp & Dohme LLC
NCT03797326,tests,Pembrolizumab
Pembrolizumab,has_type,BIOLOGICAL
NCT03797326,tests,Lenvatinib
Lenvatinib,has_type,DRUG
NCT03218826,has_title,A Phase I Study of AZD8186 in Combination With Docetaxel in Patients With PTEN Mutated or PIK3CB Mut
NCT03218826,has_status,ACTIVE_NOT_RECRUITING
NCT03218826,has_phase,
NCT03218826,sponsored_by,National Cancer Institute (NCI)
NCT03218826,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT03218826,tests,Laboratory Biomarker Analysis
Laboratory Biomarker Analysis,has_type,OTHER
NCT03218826,tests,Pharmacological Study
Pharmacological Study,has_type,OTHER
NCT03218826,tests,PI3Kbeta Inhibitor AZD8186
PI3Kbeta Inhibitor AZD8186,has_type,DRUG
NCT01986426,has_title,"A Phase I, Open-label, Multi-arm, Multi-centre, Multi-dose, Dose Escalation Study of LTX-315 as Mono"
NCT01986426,has_status,COMPLETED
NCT01986426,has_phase,
NCT01986426,sponsored_by,Lytix Biopharma AS
NCT01986426,tests,LTX-315 consecutive lesions
LTX-315 consecutive lesions,has_type,DRUG
NCT01986426,tests,LTX-315
LTX-315,has_type,DRUG
NCT01986426,tests,LTX-315 + ipilimumab
LTX-315 + ipilimumab,has_type,DRUG
NCT01986426,tests,LTX-315 + pembrolizumab
LTX-315 + pembrolizumab,has_type,DRUG
NCT04768426,has_title,Phase II Trial of Circulating Tumor DNA Monitoring During Adjuvant Capecitabine in Patients With Tri
NCT04768426,has_status,RECRUITING
NCT04768426,has_phase,
NCT04768426,sponsored_by,Stanford University
NCT04768426,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT04443348,has_title,"P-RAD: A Randomized Study of Preoperative Chemotherapy, Pembrolizumab and No, Low or High Dose RADia"
NCT04443348,has_status,RECRUITING
NCT04443348,has_phase,
NCT04443348,sponsored_by,"Laura M. Spring, MD"
NCT04443348,tests,Radiation Therapy Boost
Radiation Therapy Boost,has_type,RADIATION
NCT04443348,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT04443348,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT04443348,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT04443348,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT04443348,tests,Doxorubicin
Doxorubicin,has_type,DRUG
NCT04443348,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT03639948,has_title,Neoadjuvant Phase II Study of Pembrolizumab And Carboplatin Plus Docetaxel in Triple Negative Breast
NCT03639948,has_status,ACTIVE_NOT_RECRUITING
NCT03639948,has_phase,
NCT03639948,sponsored_by,University of Kansas Medical Center
NCT03639948,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT03639948,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT03639948,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03639948,tests,Pegfilgrastim
Pegfilgrastim,has_type,DRUG
NCT04985357,has_title,Defining the Clinical Potential of Mass Response As a Biomarker for Patient Tumor Sensitivity to Dru
NCT04985357,has_status,WITHDRAWN
NCT04985357,has_phase,
NCT04985357,sponsored_by,Travera Inc
NCT03000257,has_title,"A Multicenter, Phase 1, Open-Label, Dose-Escalation Study of ABBV-181 as Monotherapy and in Combinat"
NCT03000257,has_status,COMPLETED
NCT03000257,has_phase,
NCT03000257,sponsored_by,AbbVie
NCT03000257,tests,Venetoclax
Venetoclax,has_type,DRUG
NCT03000257,tests,Rovalpituzumab Tesirine
Rovalpituzumab Tesirine,has_type,DRUG
NCT03000257,tests,ABBV-181
ABBV-181,has_type,DRUG
NCT02316457,has_title,First-in-human Clinical Study With RNA-Immunotherapy Combination of IVAC_W_bre1_uID and IVAC_M_uID f
NCT02316457,has_status,COMPLETED
NCT02316457,has_phase,
NCT02316457,sponsored_by,BioNTech SE
NCT02316457,tests,IVAC_W_bre1_uID
IVAC_W_bre1_uID,has_type,BIOLOGICAL
NCT02316457,tests,IVAC_W_bre1_uID/IVAC_M_uID
IVAC_W_bre1_uID/IVAC_M_uID,has_type,BIOLOGICAL
NCT06249048,has_title,"A Phase 1/2, Open-label, Multi-center, First-in-human Study of the Safety, Tolerability, Pharmacokin"
NCT06249048,has_status,RECRUITING
NCT06249048,has_phase,
NCT06249048,sponsored_by,Strand Therapeutics Inc.
NCT06249048,tests,STX-001
STX-001,has_type,BIOLOGICAL
NCT06249048,tests,Keytruda®
Keytruda®,has_type,BIOLOGICAL
NCT01982448,has_title,A Randomized Phase II Study of Preoperative Cisplatin Versus Paclitaxel in Patients With Triple Nega
NCT01982448,has_status,COMPLETED
NCT01982448,has_phase,
NCT01982448,sponsored_by,Dana-Farber Cancer Institute
NCT01982448,tests,Cisplatin
Cisplatin,has_type,DRUG
NCT01982448,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT05097248,has_title,Camrelizumab Combined With Liposomal Doxorubicin and Losartan in the Treatment With Advanced or Loca
NCT05097248,has_status,UNKNOWN
NCT05097248,has_phase,
NCT05097248,sponsored_by,"Wuhan Union Hospital, China"
NCT05097248,tests,Camrelizumab
Camrelizumab,has_type,DRUG
NCT05097248,tests,Liposomal Doxorubicin
Liposomal Doxorubicin,has_type,DRUG
NCT05097248,tests,Losartan
Losartan,has_type,DRUG
NCT06266026,has_title,"ThermoBreast - Non-contact Breast Cancer Imaging Using AI-enhanced Thermography. An International, M"
NCT06266026,has_status,RECRUITING
NCT06266026,has_phase,
NCT06266026,sponsored_by,ThermoMind Ltd.
NCT06266026,tests,ThermoBreast - AI-based evaluation of dynamic breast thermography imaging
ThermoBreast - AI-based evaluation of dynamic breast thermography imaging,has_type,DIAGNOSTIC_TEST
